STATE_NAME,COUNTY_NAME,TOTAL_POPULATION,RUCC
Louisiana,Tensas,4043,9
Kentucky,Wayne,19540,7
Louisiana,Franklin,19668,6
Michigan,Ingham,284034,2
Kentucky,Powell,13133,8
Louisiana,St. Mary,48232,4
Kentucky,Webster,12813,9
Michigan,Benzie,18223,3
Louisiana,Plaquemines,23303,1
Kentucky,Scott,58252,2
Louisiana,Assumption,20689,2
Michigan,Cheboygan,25752,7
Kentucky,Lee,7451,9
Maryland,Baltimore City,576498,1
Michigan,Dickinson,25787,7
Kentucky,Metcalfe,10349,9
Kentucky,Union,13544,8
Kentucky,Todd,12285,8
Maryland,Charles,168698,1
Louisiana,Bossier,129144,2
Louisiana,Iberville,29824,2
Maine,Oxford,58629,6
Kentucky,Fleming,15224,9
Louisiana,Natchitoches,37026,6
Louisiana,St. James,19742,1
Kentucky,Letcher,21253,9
Maine,York,214591,2
Kentucky,Owsley,3953,9
Kentucky,Elliott,7381,8
Maryland,Anne Arundel,590336,1
Kentucky,Woodford,27075,2
Kentucky,Lincoln,24243,9
Maine,Washington,31121,9
Maryland,Queen Anne's,50798,1
Kentucky,Hancock,9064,8
Louisiana,St. Landry,82071,4
Louisiana,St. Martin,51540,2
Kentucky,Knox,29909,7
Louisiana,East Baton Rouge,453301,2
Michigan,Delta,36826,5
Maryland,Prince George's,955306,1
Louisiana,Richland,19805,3
Michigan,Gogebic,14361,7
Massachusetts,Plymouth,533003,1
Kentucky,McLean,9100,3
Louisiana,Rapides,128654,3
Kentucky,Garrard,17362,8
Michigan,Barry,62992,1
Michigan,Alger,8821,9
Kentucky,Larue,15028,3
Michigan,Eaton,108944,2
Louisiana,De Soto,26919,2
Maryland,Montgomery,1054827,1
Kentucky,Pendleton,14607,1
Kentucky,Jessamine,53626,2
Louisiana,Evangeline,32215,6
Michigan,Alpena,28893,7
Louisiana,St. John the Baptist,42094,1
Louisiana,East Carroll,7220,8
Michigan,Ionia,67197,1
Kentucky,Whitley,36939,7
Louisiana,West Carroll,9594,8
Louisiana,Cameron,5080,2
Kentucky,Warren,137212,3
Massachusetts,Middlesex,1614742,1
Louisiana,Grant,22236,3
Massachusetts,Worcester,862029,2
Louisiana,Claiborne,14038,9
Louisiana,West Baton Rouge,27792,2
Kentucky,Robertson,2257,8
Massachusetts,Bristol,580164,1
Kentucky,Morgan,13820,9
Louisiana,Winn,13488,8
Kentucky,Rockcastle,16115,9
Louisiana,Jefferson Davis,32345,2
Kentucky,Marshall,31748,8
Maine,Knox,41084,7
Louisiana,Caldwell,9571,8
Kentucky,Hopkins,45138,5
Kentucky,Madison,94666,4
Maine,Somerset,50592,6
Maine,Penobscot,152765,3
Kentucky,Monroe,11233,8
Kentucky,Floyd,35274,7
Kentucky,Mason,16931,6
Louisiana,Acadia,57288,2
Kentucky,Greenup,35649,2
Kentucky,Martin,11140,8
Kentucky,Owen,11294,8
Louisiana,Pointe Coupee,20356,2
Maine,Piscataquis,17165,8
Michigan,Cass,51483,2
Massachusetts,Suffolk,771245,1
Maine,Aroostook,66859,7
Louisiana,St. Tammany,269388,2
Massachusetts,Barnstable,232411,3
Kentucky,McCracken,67454,3
Kentucky,Hardin,111607,3
Michigan,Gladwin,25485,8
Louisiana,Sabine,22135,8
Kentucky,Washington,12072,8
Louisiana,West Feliciana,15494,2
Louisiana,Iberia,68975,4
Louisiana,Terrebonne,108708,3
Kentucky,Magoffin,11497,9
Kentucky,Estill,14092,8
Louisiana,Beauregard,36584,6
Kentucky,Jefferson,777874,1
Maine,Cumberland,305231,2
Louisiana,Ascension,128369,2
Maryland,St. Mary's,114468,3
Louisiana,Bienville,12776,8
Louisiana,Lafourche,97504,3
Louisiana,Red River,7564,8
Maine,Waldo,39912,8
Maine,Hancock,56192,8
Maryland,Worcester,53132,4
Kentucky,Franklin,51682,4
Kentucky,Lawrence,16290,2
Maryland,Washington,154937,2
Michigan,Emmet,34225,7
Louisiana,LaSalle,14834,8
Maryland,Allegany,67729,4
Kentucky,Grayson,26524,6
Kentucky,Pulaski,65423,5
Louisiana,St. Helena,10912,2
Kentucky,Trigg,14192,2
Maine,Lincoln,35828,8
Kentucky,Spencer,19916,1
Kentucky,Wolfe,6507,9
Massachusetts,Essex,807074,1
Kentucky,Oldham,68685,1
Kentucky,Fulton,6512,9
Kentucky,Pike,57391,7
Louisiana,Lafayette,244205,2
Louisiana,Orleans,376971,1
Louisiana,Vermilion,57204,2
Maryland,Baltimore,849316,1
Kentucky,Perry,27929,7
Michigan,Crawford,13204,9
Massachusetts,Dukes,21097,7
Maine,Franklin,29687,8
Louisiana,Livingston,145830,2
Louisiana,Washington,45133,6
Louisiana,Catahoula,8805,9
Louisiana,Avoyelles,39236,6
Massachusetts,Nantucket,14491,7
Kentucky,Livingston,8959,3
Minnesota,Waseca,19000,6
Kentucky,Muhlenberg,30694,6
Kentucky,Lyon,8803,8
Michigan,Clare,31065,8
Mississippi,Newton,21056,8
Maryland,Cecil,103905,1
Massachusetts,Berkshire,128657,3
Kentucky,Nicholas,7712,8
Maryland,Howard,334529,1
Maryland,Harford,262977,1
Kentucky,Fayette,321793,2
Louisiana,Webster,36184,6
Kentucky,McCreary,16892,9
Michigan,Grand Traverse,95860,3
Maine,Sagadahoc,37071,2
Maryland,Calvert,93928,3
Mississippi,Perry,11571,3
Michigan,Oakland,1270017,1
Minnesota,Rock,9680,2
Michigan,Lake,12308,9
Mississippi,Noxubee,10123,9
Missouri,Audrain,24982,6
Missouri,Atchison,5234,9
Michigan,Lenawee,98956,4
Michigan,Iosco,25369,7
Mississippi,Choctaw,8106,9
Missouri,Adair,25185,7
Mississippi,Webster,9983,9
Minnesota,Freeborn,30749,7
Minnesota,Hubbard,21715,9
Minnesota,Murray,8144,9
Minnesota,Hennepin,1267416,1
Mississippi,Stone,18644,2
Minnesota,Winona,49630,4
Mississippi,Harrison,209396,2
Mississippi,Lawrence,11812,8
Missouri,Chariton,7356,8
Michigan,Oceana,26815,8
Minnesota,Polk,30757,3
Michigan,St. Joseph,60758,4
Mississippi,Monroe,33883,7
Michigan,Marquette,66103,5
Michigan,Midland,83457,3
Mississippi,Wayne,19709,9
Minnesota,Goodhue,47968,6
Minnesota,Houston,18778,3
Michigan,Luce,5309,9
Minnesota,Wright,144845,1
Michigan,Roscommon,23633,7
Minnesota,Mower,40158,4
Missouri,Bollinger,10556,3
Mississippi,Smith,14191,8
Minnesota,Steele,37349,5
Michigan,Otsego,25289,7
Mississippi,Leake,21196,8
Minnesota,Kanabec,16159,8
Mississippi,Lincoln,34943,6
Minnesota,Becker,35219,6
Mississippi,Claiborne,8908,8
Minnesota,Blue Earth,69280,3
Mississippi,Warren,43579,4
Michigan,Menominee,23299,7
Mississippi,Yalobusha,12415,9
Michigan,Mecosta,40031,6
Minnesota,Brown,25819,6
Michigan,Osceola,23105,9
Minnesota,Sibley,14917,8
Mississippi,Tate,28234,1
Minnesota,Traverse,3286,9
Michigan,Leelanau,22623,3
Missouri,Andrew,18002,3
Mississippi,Union,27953,7
Minnesota,Chisago,57469,1
Missouri,Carter,5320,9
Minnesota,Otter Tail,60046,6
Missouri,Christian,91499,2
Minnesota,Cass,30639,9
Minnesota,Beltrami,46380,7
Michigan,Montcalm,67220,1
Mississippi,Franklin,7676,9
Mississippi,Calhoun,13018,9
Mississippi,Lowndes,58150,5
Michigan,Missaukee,15130,8
Missouri,Cedar,14496,8
Mississippi,Panola,32851,6
Missouri,Bates,16105,1
Michigan,Newaygo,50296,6
Minnesota,McLeod,36735,4
Mississippi,Madison,109813,2
Minnesota,Stevens,9700,7
Michigan,Mason,29383,7
Mississippi,Simpson,25750,2
Mississippi,Carroll,9879,8
Minnesota,Fillmore,21271,3
Minnesota,Lac qui Parle,6684,9
Michigan,Keweenaw,2107,9
Minnesota,Ramsey,543257,1
Minnesota,Dodge,20935,3
Mississippi,Benton,7646,1
Mississippi,Yazoo,26373,2
Minnesota,Wabasha,21509,3
Minnesota,Grant,6153,9
Minnesota,Marshall,8988,8
Missouri,Barton,11658,8
Mississippi,Pontotoc,31445,9
Missouri,Butler,42101,5
Minnesota,Big Stone,5145,9
Minnesota,Kandiyohi,43767,4
Minnesota,Itasca,45070,6
Mississippi,Lee,82883,5
Mississippi,Leflore,27557,6
Minnesota,Morrison,33992,6
Minnesota,Redwood,15366,9
Missouri,Cass,109638,1
Mississippi,Humphreys,7551,8
Michigan,Kalamazoo,261108,2
Minnesota,Swift,9749,9
Mississippi,Adams,28742,7
Michigan,Presque Isle,13093,9
Mississippi,Jones,66744,4
Minnesota,Cook,5617,9
Michigan,Iron,11635,9
Mississippi,Lafayette,56884,4
Minnesota,Lincoln,5567,9
Michigan,Saginaw,189591,3
Mississippi,Jefferson Davis,11134,8
Michigan,Macomb,876792,1
Mississippi,Amite,12637,8
Mississippi,Attala,17742,6
Michigan,Ogemaw,20726,9
Minnesota,Pine,29302,8
Missouri,Buchanan,83853,3
Mississippi,Neshoba,28993,7
Minnesota,Watonwan,11135,8
Missouri,Cape Girardeau,82113,3
Mississippi,Tippah,21635,8
Michigan,Tuscola,52917,6
Michigan,Lapeer,88513,1
Minnesota,Benton,41459,3
Minnesota,Isanti,41906,1
Mississippi,Winston,17596,9
Minnesota,Wilkin,6395,8
Mississippi,Walthall,13836,9
Michigan,Ontonagon,5868,9
Missouri,Caldwell,8897,1
Minnesota,Pennington,13780,6
Mississippi,Montgomery,9729,9
Minnesota,Cottonwood,11569,9
Michigan,Muskegon,176511,3
Minnesota,Pope,11403,8
Mississippi,Washington,43687,5
Minnesota,Pipestone,9313,8
Missouri,Clark,6736,9
Minnesota,Lake of the Woods,3823,9
Mississippi,Copiah,27995,2
Minnesota,Nobles,21991,7
Minnesota,Kittson,4146,9
Mississippi,Sunflower,25402,7
Minnesota,Red Lake,3933,8
Minnesota,Olmsted,163436,3
Minnesota,Faribault,13909,8
Mississippi,Rankin,158096,2
Mississippi,Forrest,77875,3
Minnesota,Roseau,15258,9
Michigan,Wexford,33901,6
Mississippi,Hinds,222679,2
Minnesota,Nicollet,34332,3
Michigan,Monroe,155274,3
Michigan,Van Buren,75658,6
Mississippi,Jasper,16291,8
Mississippi,Issaquena,1280,9
Michigan,Kalkaska,17979,3
Minnesota,Anoka,367018,1
Minnesota,Lyon,25231,7
Missouri,Barry,34712,6
Michigan,Mackinac,10906,9
Minnesota,Clearwater,8576,8
Mississippi,Itawamba,23838,9
Mississippi,Tishomingo,18750,8
Mississippi,George,24762,8
Mississippi,Bolivar,30308,7
Mississippi,Prentiss,24996,7
Michigan,Schoolcraft,8030,9
Mississippi,Alcorn,34349,7
Michigan,Manistee,25350,6
Mississippi,Covington,18279,8
Minnesota,Koochiching,11941,7
Mississippi,DeSoto,188633,1
Missouri,Camden,43436,7
Minnesota,Carlton,36409,2
Mississippi,Chickasaw,17011,9
Michigan,Washtenaw,369390,2
Minnesota,Aitkin,15887,8
Mississippi,Pearl River,56503,6
Michigan,Jackson,160050,3
Michigan,Isabella,64813,4
Minnesota,Norman,6416,8
Minnesota,Meeker,23376,6
Missouri,Carroll,8376,8
Michigan,Montmorency,9297,9
Minnesota,Washington,272256,1
Missouri,Boone,185840,3
Michigan,Wayne,1774816,1
Minnesota,Mahnomen,5414,8
Minnesota,Scott,153268,1
Mississippi,Jefferson,7205,9
Minnesota,Lake,10986,8
Mississippi,Hancock,46055,2
Mississippi,Pike,39973,6
Michigan,Kent,658046,1
Michigan,Oscoda,8311,9
Mississippi,Clarke,15421,9
Missouri,Callaway,44638,3
Mississippi,Kemper,8829,9
Michigan,Livingston,195014,1
Minnesota,Douglas,39238,6
Minnesota,Yellow Medicine,9411,9
Minnesota,Jackson,9990,9
Mississippi,Holmes,16496,2
Mississippi,Sharkey,3663,8
Minnesota,Martin,19915,6
Minnesota,Renville,14608,9
Minnesota,Clay,65574,3
Mississippi,Greene,13630,8
Minnesota,Sherburne,99074,1
Minnesota,Dakota,442038,1
Minnesota,Le Sueur,28841,1
Mississippi,Wilkinson,8315,8
Minnesota,St. Louis,199182,2
Mississippi,Lamar,65353,3
Minnesota,Crow Wing,67270,4
Mississippi,Scott,27598,2
Mississippi,Tallahatchie,12366,9
Mississippi,Clay,18535,7
Mississippi,Grenada,21365,7
Michigan,St. Clair,160053,1
Minnesota,Carver,108626,1
Minnesota,Wadena,14177,9
Missouri,Benton,19908,9
Minnesota,Chippewa,12357,7
Minnesota,Mille Lacs,26867,1
Mississippi,Marshall,33725,1
Mississippi,Marion,24378,6
Mississippi,Coahoma,20810,6
Michigan,Ottawa,299157,1
Michigan,Shiawassee,67877,4
Mississippi,Jackson,143987,2
Mississippi,Oktibbeha,51842,5
Michigan,Sanilac,40506,8
Mississippi,Lauderdale,72088,5
Mississippi,Quitman,5935,8
